Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Severity,Safety_Score,Days_Since_Inspection,Total_Safety_Complaints,Control_Metric,Turbulence_In_gforces,Cabin_Temperature,Accident_Type_Code,Max_Elevation,Violations,Adverse_Weather_Metric,Accident_ID
8/17/51,,"Ubatuba, Brazil",REAL,,,Douglas DC-3,PP-YPX,9154,10,10,0,,Highly_Fatal_And_Damaging,17.5799087,16,2,59.2980857,0.39148287,78.72,4,40142.0807,3,0.07352279,3552
8/24/51,4:28,"Decoto, California",United Air Lines,615,Boston - Hartford - Cleveland - Chicago - Oakland,Douglas DC-6B,N37550,43260/180,50,50,0,"Cleared for an approach to Oakland Municipal Airport, the aircraft crashed 15 miles SSE of the airport into Tolman peak. Patches of fog obscured the terrain. The aircraft struck a hill at an elevation of about 1,000 ft. at 225 to 240 mph. Neither of its 2 low-frequency receivers were tuned to the Oakland station and the captain may have attempted to fly by visual reference using the ADF.  As a result, the flight was 3 miles off course and well below the minimum prescribed altitude. The failure of the captain to adhere to instrument procedures in the Newark area during an approach to the Oakland Municipal  Airport.",Minor_Damage_And_Injuries,41.5525114,16,4,84.1385597,0.1927811,79.98,2,38436.4035,2,0.51844126,2734
9/8/51,,"Sao Paulo, Brazil",VASP,,,Douglas DC-3,PP-SPQ,1559/27036,13,13,3,Crashed into a house shortly after taking off from Congonhas Airport.,Significant_Damage_And_Serious_Injuries,45.7077626,11,9,67.4111212,0.24543166,79.08,1,39352.5997,2,1.44353096,4313
9/12/51,10:46,"Off Redwood City, California",United Air Lines,,,Boeing 377 Stratocruiser 10-34,N31230,15970,3,3,0,"The aircraft, with the No. 4 propeller feathered, stalled and dived into San Francisco Bay. An inadvertent stall at a low altitude from which recovery was not effected.",Minor_Damage_And_Injuries,33.1050228,15,3,52.461258,0.40735016,83.72,4,28716.2755,2,0.05285054,163
9/12/51,12:30,"Off Ialas Baeares, Spain",Societe Alpes Provence,,Perpignan - Oran,Douglas DC-3,F-BEIZ,15985/32733,39,39,0,Crashed into the Mediterranean due to structural failure following loss of control in severe weather.,Highly_Fatal_And_Damaging,30.0913242,22,0,44.3938013,0.52094555,77.83,3,32613.9338,2,0.16242778,2800
9/15/51,,"Bangalore, India",Air India,,Bangalore - Trivandrum,Douglas C-47A-30-DK Dakota III,VT-CCA,13853/25298,28,22,0,Lost control and crashed when attempting to take off. Attempted to take off  with the autopilot engaged.,Highly_Fatal_And_Damaging,49.5890411,7,7,63.7648131,0.30673711,84.41,4,39157.2594,2,0.07137895,10765
9/29/51,,"La Paz, Bolivia",Frigorifico Cooperativo Los Andes,,,Curtiss C-46D-15-CU,CB-43,33346,27,27,0,,Minor_Damage_And_Injuries,30.5936073,19,4,47.0373747,0.60388821,80.16,4,34001.7262,3,0.06233743,9297
10/8/51,,"Cerro Blanco, Mexico",Aero Transportes,,Mexico City - Villahermossa,Douglas DC-3,XA-GOR,14007/25452,8,8,0,Flew into a mountain.,Minor_Damage_And_Injuries,45.0228311,15,1,75.8432088,0.29880346,81.53,7,22214.4455,3,0.0020379,2618
10/15/51,,"East Griqualand, South Africa",South African Airways,,Port Elizabeth - Durbin,Douglas DC-3,ZS-AVJ,6891,17,17,0,Crashed into Mt. Ingeli.,Highly_Fatal_And_Damaging,33.0593607,12,9,58.4776664,0.47839236,78.29,1,32621.5262,3,1.21296402,11947
10/15/51,,North Atlantic,Military - U.S. Air Force,,Azores - Westover AFB,Boeing C-97A Stratofreighter,49-2602,16224,12,12,0,Went missing en route.,Highly_Fatal_And_Damaging,81.1415525,3,3,56.7000912,0.54258276,83.28,5,35903.2115,2,0.024298,4756
10/17/51,18:55,"Mt. Benson, BC, Canada",Queen Charlotte Airlines,,Kildala - Vancouver,Consolidated PBY-5A Catalina,CF-FOQ,400,23,23,0,"While flying VFR in adverse weather conditions, the pilot mistook Nanaimo for Vancouver.  The plane crashed into Mt. Benson, 20 miles west of Vancouver.",Significant_Damage_And_Serious_Injuries,36.0273973,14,3,48.9061076,0.66230869,78.52,3,38304.3259,2,0.19093699,10884
10/22/51,,"Skopje, Yugoslavia",JAT Yugoslav Airlines,,Belgrad - Skopje,Douglas DC-3,YU-ACC,13014,12,12,0,Crashed while en route.,Significant_Damage_And_Fatalities,12.1004566,18,7,47.9033728,0.51409376,81.14,4,47946.3126,2,0.08921911,4322
10/27/51,19:00,"Near Flores, Guatemala",Military - Guatemalan Air Force,,,Douglas C-47,FAGO961,,27,25,0,Crashed and burned in jungle 170 miles north northeast of Guatemala City.  It is theorized a passenger may have started a fire in the aircraft's cabin with a cigarette.,Minor_Damage_And_Injuries,43.3333333,12,9,56.1531449,0.45350956,82.36,6,35167.1709,1,0.00892827,9474
11/5/51,9:29,"Near Tucumcari, Arazona",Transocean Air Lines,CAM5763,Oakland - Albuquerque,Martin 202,N93039,9160,29,1,0,"Crashed while attempting to land at Albuquerque in marginal weather conditions. The captain's attempt to land during less than minimum visibility, rather than proceed to his alternate.  A military contract flight.",Minor_Damage_And_Injuries,39.3607306,13,0,56.1531449,0.37237,77.53,6,33718.2787,3,0.0082723,8731
11/19/51,,"Cairo, Egypt",Devlet Hava Yollari,,Ankara - Cairo,Douglas DC-3,TC-ACA,7352,5,5,0,Crashed into a sand dune while attempting to land.,Highly_Fatal_And_Damaging,19.6803653,16,5,60.8021878,0.26418392,81.82,2,36145.9395,1,0.48838308,8261
11/21/51,,"Calcutta, India",Deccan Airways,,,Douglas DC-3,VT-AUO,13265,17,16,0,The aircraft struck trees in fog during a missed approach 3 miles north of Dum Dum airport as the crew descended too low in poor visibility.,Significant_Damage_And_Fatalities,45.0228311,7,17,53.8742024,0.43619978,80.79,1,20241.6206,3,0.74775702,10759
11/24/51,,"Zurich, Switzerland",El Al,,Zurich - Rome,Douglas DC-4,4X-AND,10512,7,6,0,The cargo plane crashed on approach.,Significant_Damage_And_Serious_Injuries,48.1278539,11,2,72.4247949,0.30709773,81.55,6,36551.1605,1,0.00831708,2312
11/27/51,,"San Luis Acatlan, Mexico",Lineas Aereas Unidas,,,DC-2-243,XA-DOQ,2077,21,13,0,,Significant_Damage_And_Fatalities,80.456621,8,0,64.1750228,0.27319942,84.82,1,51010.5064,4,1.90792565,4180
12/4/51,7:25,"Denver, Colorado",United Air Lines,,Training,Douglas DC-3A,N17109,4999,3,3,0,"Stalled, entered a spin and crashed. An inadvertent spin at an altitude too low for recovery.",Minor_Damage_And_Injuries,57.9908676,11,18,68.4594348,0.38895853,80.83,2,28213.4276,0,0.38245319,5730
12/13/51,,"Yaramunda, Papua New Guinea",Qantas,,,de Havilland DH-84,VH-UR,,3,3,0,,Highly_Fatal_And_Damaging,17.4429224,16,2,79.0337284,0.34243851,79.47,1,28955.3468,1,1.06763304,8617
12/16/51,15:09,"Elizabeth, New Jersey",Miami Airlines,,Fort Smith - Newark,Curtiss Wright C-46F,N1678M,22572,56,56,1,"Shortly after taking off from Newark Airport the control tower noticed smoke emanating from the right engine.  Minutes later the aircraft gradually descended, its left wing dropped and the aircraft struck the roof of a vacant building. Hold-down studs in the number 10 cylinder of the right engine failed due to fatigue. Fire erupted at the base of the failed cylinder. Extension of the landing gear and loss of the right engine led to the aircraft stalling at the height of about 200 ft. The aircraft was also overloaded by 117 pounds. A stall with the landing gear extended following a serious loss of power from the right engine. This loss of power was caused by the failure of the hold-down studs of the No. 10 cylinder, precipitating a fire in flight which became uncontrollable.",Significant_Damage_And_Fatalities,48.630137,17,1,62.5341841,0.33991417,81.92,5,43672.618,2,0.03032401,2837
12/23/51,,"Tehran, Iran",Misrair,,,SNCASE Languedoc,SU-AHH,41,22,22,0,Crashed at Mehrabad airport during a third landing attempt.,Significant_Damage_And_Fatalities,40.7762557,9,7,46.0802188,0.54582835,83.72,4,46283.8229,2,0.08477178,4841
12/29/51,22:25,"Near Little Valley, New York",Continental Charters,44-2,Pittsburgh - Buffalo,Curtiss C-46A-50-CU,N3944C,30466,40,26,0,"Proceding at a low altitude to maintain reference with the ground, the plane drifted off course and crashed into a hill 15 miles east of the direct route. Flying VFR under IFR condtions. The captain's poor judgement in attempting a flight by visual reference during instrument weather conditions.",Significant_Damage_And_Fatalities,32.1461187,12,17,56.5633546,0.50507826,78.31,4,36601.5953,2,0.06747264,10058
12/30/51,22:07,"Near Fairbanks, Alaska",Transocean Air Lines,501,Umiat - Fairbanks,Curtiss C 46F-CU,N68963,22485,4,4,0,"The flight made an authorized left turn while outbound on the east leg of the Fairbanks radio range and subsequently struck Chena Dome, northeast of the station while on a westerly heading. The failure of the pilot to follow procedures and utilize properly the radio facilities for approach and letdown at Fairbanks with the result that the flight became lost.",Highly_Fatal_And_Damaging,69.8630137,11,5,54.0565178,0.67240606,79.03,3,38078.9003,1,0.18927904,11331
12/30/51,15:40,"Near Phoenix, Arizona",Military - U.S. Air Force,,New York - Williams AFB,Douglas C-47D,47-76266,,28,28,0,"Crashed into a mountainside at an altitude of 7,000 ft. while en route.",Highly_Fatal_And_Damaging,27.260274,20,6,56.8368277,0.78636206,82.96,6,27420.8274,1,0.00679996,12183
12/31/51,,"Calcutta, India",Kalinga Airlines,,,Douglas C-47A,VT-COA,13859/25304,3,3,0,The cargo plane crashed on takeoff.,Highly_Fatal_And_Damaging,24.3835616,14,0,63.9927074,0.4560339,79.41,4,36968.4632,3,0.06755541,4819
1/2/52,,"Andapa, Madagascar",Air France,,,Junkers JU-52/3m,F-BAMQ,106,11,6,0,,Significant_Damage_And_Fatalities,39.4063927,10,8,53.9197812,0.62083736,79.28,1,29433.3007,2,1.08896281,1782
1/10/52,19:15,"Com Edno, Wales",Aer Lingus,,Northolt - Dublin,Douglas DC-3,EI-AFL,16699/33447,23,23,0,The aircraft lost control in severe turbulence and downdrafts and crashed in a soft peat bog 1 mile east of Llyn Gwynant.  The encountering of strong down-currents of air on the lee side of Snowdon which forced the aircraft down into an area of strong turbulence where control was lost.,Highly_Fatal_And_Damaging,48.6757991,7,2,59.6171377,0.28473927,84.03,4,35803.9838,2,0.06531811,4821
1/19/52,1:38,"Off Sandspit, BC, Canada",Northwest Orient Airlines,324,Tokyo - Elmendorf AFB,Douglas DC-4,N45342,27279,43,36,0,"The crew chose to divert to Sandpit after the No. 1 engine was shut down. The aircraft crashed into the PacifiOcean one mile offshore after overshooting the runway during the emergency landing. A nose gear retraction difficulty in connection with an icing condition or a power loss, which made the aircraft incapable of maintaining flight. Most of the fatalities were from exposure to the frigid water.",Highly_Fatal_And_Damaging,35.4794521,17,8,43.0720146,0.50832384,76.52,3,44977.6138,3,0.22285939,11074
1/22/52,15:43,"Elizabeth, New Jersey",American Airlines,6780,Buffalo - Newark,Convair CV-240-0,N94229,54,23,23,7,"The aircraft crashed into an apartment house during its approach, 3 miles short and right of the runway.  The plane crashed while level laterally but in a steep descending attitude.  Most likely cause was carburetor icing. Official cause unknown.",Significant_Damage_And_Serious_Injuries,31.0958904,16,3,81.4038286,0.24218608,76.64,3,29575.3517,3,0.14731688,12132
2/4/52,,"Kikwit, Belgian Congo",Sabena,,,Douglas DC-3,OO-CBN,13450,15,15,0,In-flight failure of a propeller which damaged control cables causing loss of control of the aircraft. The control cables in the fuselage were sheared by the right propeller which broke loose following a shaft failure caused by the sudden stopping of the engine caused by fatigue failure of No. 6 piston lug.,Highly_Fatal_And_Damaging,38.4474886,10,8,61.2579763,0.36083015,77.79,1,20142.4707,1,0.74775702,570
2/7/52,,"Kaneko, Japan",Military - U.S. Air Force,,,Boeing B-29,,,17,17,,Hit power lines and crashed into houses. Seventeen killed including civilians.,Highly_Fatal_And_Damaging,31.9178082,12,17,68.7784868,0.39977714,87.51,4,34859.8064,2,0.06453814,12355
2/11/52,0:20,"Elizabeth, New Jersey",National Airlines,101,,Douglas DC-6,N90891,43055/37,63,29,4,The aircraft crashed into an apartment complex shortly after taking off. The last message from the pilot was 'I've lost an engine and am returning to field.'   Reversal in flight of No. 3 propeller and subsequent feathering of No. 4 propeller at too low an altitude to effect a recovery.,Significant_Damage_And_Serious_Injuries,38.5844749,13,9,61.668186,0.37128814,80.53,3,32874.2638,1,0.16302363,11746
1/7/53,20:55,"Issaquah, Washington",Flying Tiger Line,841,San Francisco - Seattle,Douglas C-54B-10-DO,N86574,18350,7,7,0,The plane trees and high ground while on approach. The flight's deviation from the established approach procedure.,Minor_Damage_And_Injuries,75.2968037,5,4,57.5205105,0.40158024,83.04,3,40485.8932,2,0.20032934,121
2/16/52,17:34,"Near Burgio, Italy",Hunting Air Travel,,Nice - Malta,Vickers 614 Viking 1,G-AHPI,142,31,31,0,Hit the north slope of La Cinta mountain range while en route.  Pilot did not maintain a safe altitude. The pilots ignorance of wind conditions which allowed the aircraft to drift 3 degrees off course.,Highly_Fatal_And_Damaging,42.8310502,9,3,99.9544212,0.21081212,77.6,1,43705.3308,3,1.60598231,577
2/19/52,,"Near Yaounde, Cameroon",STAAP,,,Consolidated  32 Liberator II,F-BEFX,12,9,9,0,,Highly_Fatal_And_Damaging,27.1689498,13,7,64.3573382,0.44413343,79.77,6,38081.2359,1,0.00964423,1028
2/19/52,2:23,"Nagpur, India",Deccan Airways,,,Douglas DC-3,VT-AXE,19160,16,3,0,"Banked left and struck trees 2,000 ft. short of the runway. Pilot error. The pilot misjudged the approach, undershot and hit the tops trees. A contributing factor was the setting of the pilot's altimeter to QNH, rather than the customary QFE during the final approach.",Significant_Damage_And_Serious_Injuries,73.1050228,9,2,56.7000912,0.54258276,86.47,7,26493.6569,2,0.00232445,10286
2/28/52,,"Uberlandia,  Brazil",Panair do Brasil,,Rio de Janeiro - Guiana,Douglas DC-3A,PP-PCN,3284,8,8,0,The right wing struck trees after attempting a go-around. Pilot error.,Highly_Fatal_And_Damaging,31.1415525,12,5,76.8003646,0.38030364,78.53,7,24720.9694,3,0.00223909,793
3/3/52,8:10,"Nice, France",Air France,,Nice - Paris,SNCASE Languedoc,F-BCUM,43,38,38,0,"After taking off, the plane was observed turning to the left until it turned on its back and crashed. Malfunction of ailerons. The gear chain of the co-pilot's control column slipped off the sprocket and jammed the aileron controls.",Highly_Fatal_And_Damaging,23.4246575,14,0,63.9015497,0.28762423,78.09,4,42659.838,1,0.0784762,5562
3/10/52,,"Cebu, Philippines",Philippine Air Lines,,,Douglas C-47A-35-DL,PI-C5,9754,3,3,0,The cargo plane lost altitude and crashed into a house.,Highly_Fatal_And_Damaging,20.3196347,15,26,58.4320875,0.4632463,82.39,4,47640.9683,3,0.086514,2387
3/12/52,,"Near Sequin, Texas",Military - U.S. Air Force / U.S. Air Force,,Training,Boeing B-29 / Boeing B-29,,,15,15,,"While on a training mission and flying blind on instruments the planes collided. One plane struck the ground and disintegrated. The other glided down several miles away, exploded and burned. Both planes crashed on ranches several miles apart about 18 miles from San Antonio . Six killed on one plane and seven on the other.",Minor_Damage_And_Injuries,57.8995434,11,0,74.8860529,0.32548936,87.27,1,25778.5919,4,0.9396027,8618
3/22/52,,"Near Gaspe, Quebec, Canada",Maritime Central Airways,,St. Johns - Goose Bay,Douglas C-47-DL,CF-BXZ,4695,4,4,0,The cargo plane disappeared en route. Found 5 months later.,Minor_Damage_And_Injuries,58.4018265,11,4,71.7411121,0.36227263,79.31,2,26391.6317,2,0.35682266,8948
3/22/52,10:45,"Frankfurt, Germany",KLM Royal Dutch Airlines,,Rome - Frankfort,Douglas DC-6,PH-TPJ,43111/102,47,44,0,Crashed and burst into flames two miles short of the runway in rain and fog during the approach. Cause unknown. The aircraft was named 'Koningin Juliana.',Significant_Damage_And_Serious_Injuries,44.6575343,12,5,60.5742935,0.33883231,77.09,6,38801.3691,1,0.01001739,9574
3/24/52,3:10,"Gao, French West Africa",Société Aérienne de Tr. Tropicaux,,,Lockheed 18 Lodestar,F-ARTE,2005,21,17,0,Crashed after taking off. Pilot failed to maintain altitude after taking off for reasons unknown. May have been pilot fatigue.,Highly_Fatal_And_Damaging,13.7899543,17,3,66.0893346,0.26995384,76.45,4,40238.3321,1,0.07351722,772
3/26/52,,"Moscow, Russia",Aeroflot,,,,,,70,70,0,The plane overshot the runway and collided with a military aircraft killing at least 70 people.,Significant_Damage_And_Fatalities,30.1369863,13,0,50.1367366,0.4845229,77.66,4,37668.3695,3,0.06852865,6251
3/29/52,,"Near San Felipe, Venezuela",TACA,,,Douglas DC-3,YV-C-AZU,,12,12,0,Crashed into the summit on Cerro Grande Mountain.,Significant_Damage_And_Serious_Injuries,27.3972603,17,0,65.5879672,0.41492319,80.62,5,23102.2577,2,0.01581769,11771
3/30/52,,"Baguio, Philippines",Philippine Air Lines,,,Douglas DC-3,PI-C270,13808,29,10,0,Crashed during takeoff.,Highly_Fatal_And_Damaging,2.64840183,20,12,64.721969,0.24218608,82.93,6,28976.8388,2,0.00742836,774
4/5/52,8:25,"New York, New York",US Airlines,2-Apr,,Curtiss C-46F-1-CU,N1911M,22464,2,2,3,Violent engine surges and turbulence during a missed ILS approach caused the crew to loose control of the aircraft and crash at 171st St. and 89th Ave. in Queens. The no.1 engine fuel feed valve diaphragm  failed due to deterioration.,Minor_Damage_And_Injuries,58.4474886,7,0,54.4667274,0.45459142,77.48,5,27070.538,1,0.01856344,6689
4/9/52,8:07,"Mihara Volcano, Japan",Japan Air Lines,,Tokyo - Osaka,Martin 202,N93043,9164,37,37,0,"On an early morning flight, under instrument conditions, the crew flew the route segment from Tokyo to Oshima Island 1,000 ft. below the minimum instrument altitude.  At Oshima Island the aircraft crashed into the side of Mihara volcano.",Significant_Damage_And_Fatalities,78.6757991,9,0,71.6499544,0.24398918,82.26,7,46726.1664,1,0.00389185,6299
4/10/52,,"Agartala, India",Kalinga Airlines,,,Douglas C-47A,VT-DFN,13628,4,4,0,The cargo plane crashed while en route after losing an engine and attempting an emergency landing.,Significant_Damage_And_Fatalities,22.7853881,15,1,49.3163172,0.30204904,81.78,4,32880.6734,2,0.06040397,11003
4/11/52,12:20,"North of San Juan, Puerto Rico",Pan American World Airways,526A,San Juan - New York City,Douglas DC-4,N88899,10503,69,52,0,"After taking off from Isle Grande Airport the crew had engine problems.The aircraft then crashed into the AtlantiOcean. The ditching took place in turbulent seas. The tail broke off on impact and the aircraft stayed afloat for only 3 minutes and sank.  The company's inadequate maintenance in not changing the No. 3 engine which resulted in its failure immediately subsequent to takeoff and the persistent action of the captain in attempting to re-establish a climb, without using all available power, following the critical loss of power to another engine. This resulted in a nose-high attitude, progressive loss of air speed and the settling of the aircraft at too low an altitude to effect recovery. The aircraft was named Clipper Endeavor.",Highly_Fatal_And_Damaging,24.8858448,14,19,58.5232452,0.39328597,78.16,4,34128.1255,1,0.06213544,7848
4/18/52,3:34,"Near Whittier, California",North Continental Airlines (Robin Airlines),416W,"Kansas City, MO - Phoenix - Burbank",Curtiss C-46F-1CU,N8404C,22466,29,29,0,"The plane was on a flight from New York City to Burbank, California. Due to poor visibility and fog, the flight was diverted to Los Angeles Airport for an ILS approach. While on approach, the plane crashed into the Puente Hills and burned. The pilot voluntarily descended below the minimum altitude for which he was cleared and attempted an approach at too low an altitude to clear the terrain. The pilot in command was flying with a restricted medical certificate. An emergency suspension was placed on the airline and it was discovered the airline had allegations of more than 40 violations listed against it including charges of overweight planes, excessive flying time for crews and failure to use approved seats and safety belts.",Significant_Damage_And_Serious_Injuries,37.8538813,14,8,67.3199635,0.41564443,75.35,4,22544.9815,1,0.04089429,2717
12/15/53,,Aviateca,Aviateca,,"Brownsville, TX - Guatemala City",Curtiss C-46D,TG-AQA,33589,2,2,0,"The cargo plane flew into a mountain at 8,000 ft.",Highly_Fatal_And_Damaging,22.9223744,15,1,62.9443938,0.55628633,76.05,4,36624.2796,3,0.06702515,4848
4/29/52,4:40,"Near Carolina, Brazil",Pan American World Airways,202,Rio de Janeiro - New York City,Boeing 377-10-26 Stratocruiser,N1039V,15939/12,50,50,0,"The flight crashed into the jungle about 887 nm NNW of Rio de Janerio. Separation of the propeller blade leading to separation of the No. 2 engine due to highly unbalance forces, leading to the distintegration of the aircraft. The aircraft was named 'Clipper Good Hope.'",Highly_Fatal_And_Damaging,20.5479452,15,32,59.8450319,0.26995384,82.99,4,24854.1018,4,0.04524535,4905
4/30/52,,"Delhi,  India",Deccan Airways,,Madras - Delhi,Douglas DC-3,VT-AUN,13405,9,9,0,Lost an engine while on approach and crashed. Fuel starvation caused when the plane banked to make a turn and the tank being used had very little fuel in it.,Significant_Damage_And_Fatalities,37.5342466,10,6,51.7775752,0.46613127,77.25,4,26972.504,2,0.04908617,8124
5/5/52,,"Near Skien, Norway",Fred Olsen Flyveselskap,,"Amsterdam, Netherlands - Jarsberg, Norway",Douglas C-47A,LN-NAD,12148,29,11,0,"Crashed on a mountain slope while en route. There were mainly whaling crews aboard, returning from the antarctic. Crew navigational error.",Highly_Fatal_And_Damaging,14.8858448,17,0,78.0309936,0.34243851,79.84,3,22310.9801,0,0.1114287,6532
5/9/52,,"Ipoh, Malaysia",Garuda Indonesia Airlines,,,Douglas DC-3,PK-DPA,42954,17,17,0,Crashed shortly after taking off.,Significant_Damage_And_Fatalities,31.7351598,21,4,63.0811304,0.56313812,82,2,44363.1891,2,0.60058539,11544
5/13/52,,"Sao Paulo, Brazil",VASP,,Sao Paulo - Bauru,Douglas DC-3,PP-SPM,16894/34151,22,5,0,Crashed while attempting to make an emergency landing after experiencing an engine failure. Failure of the port engine due to accessory drive failure. Failure of the starboard engine due to seizure as a result of deficient maintenance. Error on the part of the crew in lowering the landing gear in emergency conditions.,Highly_Fatal_And_Damaging,33.8812785,11,14,71.467639,0.37128814,79.85,4,37519.0139,2,0.06863616,9322
5/24/52,,"Near Manaus, Brazil",Loide Aéreo Nacional,,,Curtiss C-46A,PP-LDE,446,6,6,0,"The cargo plane lost an engine while taking off, stalled and crashed. Failure of maintenance staff to remove the flying control locks.  Failure of one engine for reason undetermined.",Highly_Fatal_And_Damaging,21.2328767,15,0,63.810392,0.33811107,80.5,4,27687.0184,3,0.05063568,11530
5/26/52,8:45,"Near Atar, Mauritania",British Overseas Airways,251,Tripoli - Kano,Handley Page HP-81 Hermes IV,G-ALDN,HP-81/15,18,1,0,"The crew became lost in the desert, ran out of fuel and made a forced landing.  Survivors had to be led by a rescue team 15 miles to an oasis before they could be evacuated.  The co-pilot died 5 days later from head injuries suffered in the accident. Navagational errors by the crew. Improper adjustment of the parameters of the  gyroscopicompass CL2 Gyrosyn by the navigator.  Absence of radio assistance and incorrect use of the compasses. Captain's decision  to use the gyroscopicompass in the place of the magneticompass which was inoperative. The aircraft was named 'Horus.'",Significant_Damage_And_Fatalities,28.4018265,13,6,51.2762078,0.50724198,77.69,4,35509.2285,2,0.06560491,6091
6/13/52,11:29,BaltiSea,Swedish Air Force,,Radio surveillance mission,Douglas DC-3,79001,9001,8,8,0,"Shot down by  a Mig-15 Russian Air Force fighter over the BaltiSea in international waters while on a radio surveillance mission. Wreckage found 06/17/2003, recovered 03/19/2004.",Highly_Fatal_And_Damaging,18.4931507,16,12,65.4512306,0.2746419,80.27,3,38399.4551,1,0.19098605,3453
6/24/52,,"Lakenheath AFB, England",Military - U.S. Air Force,,,Boeing B-50,,,11,11,0,Crashed and burned between two farms.,Significant_Damage_And_Fatalities,20.5479452,15,1,53.9197812,0.30096718,76.74,1,26412.3256,2,0.97857877,8375
6/25/52,,"Off Northumberland, North Sea",Military - Royal Air Force,,,Avro Shackleton MR-1,VP261,,13,11,0,Crashed into the North Sea near Holy Island while participating in North AtlantiTreaty maneuvers,Highly_Fatal_And_Damaging,13.6986301,18,1,76.0255242,0.38823729,79.27,4,21762.5038,1,0.03977206,576
7/27/52,11:46,"Off Rio de Janeiro, Brazil",Pan American World Airways,201,Rio de Janeiro - Buenos Aires,Boeing 377 Stratocruiser,N1030V,15939,27,1,0,A woman was suck out of the plane . The flight engineer's failure to recognize an unsafe condition of the cabin door despite three completely separate warnings of that condition and the captain's action in continuing flight while pressurized despite the several warnings that the main cabin door was not properly locked.,Highly_Fatal_And_Damaging,50.7305936,6,3,72.1513218,0.35866643,78.77,4,26241.668,2,0.04861773,9428
8/12/52,,"Palmeira de Goias, Brazil",Transportes Areos Nacionales,,Rio Verde - Goiania,Douglas DC-3,PP-ANH,20187,24,24,0,Exploded in midair. A bomb exploded aboard.,Minor_Damage_And_Injuries,55.9817352,12,12,62.1695533,0.31791634,79.26,4,34328.0192,1,0.06332231,8003
8/21/52,1:00,"Off Trapani, Italy",Airwork,,Blackbushe - Malta - Khartoum,Handley Page HP-81 Hermes 4A,G-ALDF,HP-81/7,57,7,0,After failure of all four engines the plane ditched into the Mediterranean Sea. The initial failure of the No. 1 and 2 engines for reasons unknown.,Significant_Damage_And_Fatalities,68.4931507,11,0,60.7110301,0.49642337,79.6,4,16039.4044,2,0.02908021,11295
8/26/52,7:00,"Near Khewra, West Pakistan",Military - Pakistan Air Force,,Khewra - Peshawar,Bristol 170 Freighter,G783,,18,18,0,Crashed shortly after taking off from Khewra. Possible engine failure.,Significant_Damage_And_Fatalities,22.739726,15,1,55.7885141,0.30926145,81.58,4,40212.0403,2,0.07440312,1847
8/29/52,21:05,"Kosti, Sudan",Phoenix Airlines,,Juba - Wadi Halfa,Douglas DC-2-115B,ZS-DFW,1322,4,2,0,Extremely bad weather forced the captain of the cargo plane to divert from his original destination. No proper preparation had been made for a possible landing at an alternate airfield prior to commencement of flight. The secondary cause was due to the Captain's attempt to execute a landing at Kosti aerodrome which was not equipped with night landing facilities. The Captain landed on the runway but was unable to align himself with the center line and in consequence ran off the runway and struck a steel windsock support and thereafter struck various obstructions such as trees which lay in the path.,Highly_Fatal_And_Damaging,47.8995434,14,3,56.9735643,0.54258276,83.28,2,32272.825,3,0.43671435,5070
9/6/52,15:40,"Near Farnsborough, England",Private - de Havilland Aircraft,,,de Havilland 110,WG235,,1,1,52,"One of two engines of the aircraft fell into a crowd at a performance at the Farnborough air show. The aircraft crashed to the ground 1.5 miles from the grandstands killing the Chief test pilot of de Havilland Aircraft Corporation, John Derry and an observer, Tony Richards. In addition, fifty two people on the ground were killed and over 60 injured. The cause was a structural design fault in the D shaped leading edge section of the wing. When Derry pulled a high G turn, the wing buckled.",Significant_Damage_And_Fatalities,57.0776256,15,0,73.01732,0.2959185,80.45,7,29454.4716,4,0.00277874,1429
9/10/52,,"San Blas, Panama",SAM Colombia,,,Curtiss C-46,,,46,46,0,,Significant_Damage_And_Serious_Injuries,37.0776256,14,24,87.4658159,0.30240967,86.94,6,51862.7961,2,0.0127192,131
12/17/53,6:50,"Guam, Mariana Islands",Military - U.S. Air Force,,,Boeing B-29,44-87741,,16,11,8,"The aircraft crashed into an officer's housing area after attemping to make an emergency landing with an engine out,at Anderson Air Force Base on Guam.",Significant_Damage_And_Fatalities,62.3287671,13,5,80.2643573,0.45278832,80.68,1,43754.1787,4,1.62466775,4451
9/15/52,,"Wadi Halfa, Sudan",Kalinga Airlines,,,Douglas C-47A,VT-CGB,9945,3,3,0,"A navigational error on the part of the captain. This error was severely aggravated by the lack of proper radio aids from the destination airport, the unserviceability of the aircraft R/T equipment, and to a lesser degree the physical condition of the crew. The secondary cause was the cargo plane coming into close proximity of high ground due to the captains uncertainty of his position.",Minor_Damage_And_Injuries,63.9726027,9,0,59.5715588,0.46108258,77.98,4,38281.2924,0,0.0705271,3293
10/8/52,,"Off Tarbat Ness, Scotland",Military - Royal Air Force,,,Avro Shackleton MR-1,VP286,,14,14,0,Was on air-sea practice when it crashed near Tarbat Ness.,Significant_Damage_And_Fatalities,36.2557078,11,5,45.1686418,0.47622863,77.46,1,34595.3633,2,1.28056792,11818
